product_name,category,total_sales,total_profit
Newell 32,Office Supplies,47.232,11.9808
Newell 320,Office Supplies,81.32,9.4588
Newell 321,Office Supplies,65.6,14.3664
Newell 322,Office Supplies,30.576,6.6612
Newell 323,Office Supplies,21.168,3.7632
Newell 324,Office Supplies,263.34,72.072
Newell 325,Office Supplies,128.03,29.736
Newell 326,Office Supplies,36.608,7.8672
Newell 327,Office Supplies,39.78,10.7406
Newell 328,Office Supplies,75.92,19.7392
Newell 329,Office Supplies,24.272,4.8544
Newell 33,Office Supplies,47.988,8.37
Newell 330,Office Supplies,59.8,11.1228
Newell 331,Office Supplies,75.306,14.6211
Newell 332,Office Supplies,67.032,15.5232
Newell 333,Office Supplies,86.736,18.8484
Newell 334,Office Supplies,531.712,135.3088
Newell 335,Office Supplies,34.56,10.0224
Newell 336,Office Supplies,68.48,13.7816
Newell 337,Office Supplies,10.496,1.1808
Newell 338,Office Supplies,23.52,6.3504
Newell 339,Office Supplies,26.688,6.116
Newell 34,Office Supplies,460.288,93.248
Newell 340,Office Supplies,25.92,7.5168
Newell 341,Office Supplies,96.728,26.8356
Newell 342,Office Supplies,9.84,2.8536
Newell 343,Office Supplies,65.268,13.7592
Newell 344,Office Supplies,45.592,8.5624
Newell 345,Office Supplies,476.16,94.4384
Newell 346,Office Supplies,31.104,8.6112
Newell 347,Office Supplies,127.544,30.3024
Newell 348,Office Supplies,65.6,9.7088
Newell 349,Office Supplies,42.64,10.0368
Newell 35,Office Supplies,93.152,23.288
Newell 350,Office Supplies,62.32,15.744
Newell 351,Office Supplies,82.656,22.1072
Newell Chalk Holder,Office Supplies,83.426,36.5918
Nokia Lumia 1020,Technology,1439.968,143.9968
Nokia Lumia 521 (T-Mobile),Technology,515.828,83.972
Nokia Lumia 925,Technology,1310.296,284.7374
Nontoxic Chalk,Office Supplies,42.944,18.2336
Nortel Business Series Terminal T7208 Digital phone,Technology,1000.728,100.0728
Nortel Meridian M3904 Professional Digital phone,Technology,4434.912,936.2592
Nortel Meridian M5316 Digital phone,Technology,2744.87,253.771
Nortel Networks T7316 E Nt8 B27,Technology,1876.524,397.7415
Novimex Fabric Task Chair,Furniture,1890.38,-131.107
Novimex High-Tech Fabric Mesh Task Chair,Furniture,922.74,-133.4424
Novimex Swivel Fabric Task Chair,Furniture,2913.914,-445.391
Novimex Turbo Task Chair,Furniture,1341.522,-32.6508
Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,19.7,0.788
Nu-Dell Executive Frame,Furniture,409.536,98.9712
Nu-Dell Float Frame 11 x 14 1/2,Furniture,170.62,56.0352
Nu-Dell Leatherette Frames,Furniture,246.648,81.4512
Nu-Dell Oak Frame,Furniture,151.656,35.4576
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,4886.46,566.4674
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,723.842,-133.1092
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,1119.195,147.0942
O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,2740.197,-975.0988
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,540.804,-12.291
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,1072.344,-78.3636
O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,424.9,27.1936
"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,1912.308,-68.1096
O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,2970.059,-78.637
O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,2904.161,-170.833
O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,3420.7704,-755.7516
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,1646.918,-285.9484
O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,2946.3668,-767.7436
"OIC #2 Pencils, Medium Soft",Office Supplies,30.832,8.1404
OIC Binder Clips,Office Supplies,128.164,60.144
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,15.624,7.0804
OIC Bulk Pack Metal Binder Clips,Office Supplies,92.136,35.598
"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,139.62,59.2848
OIC Stacking Trays,Furniture,82.832,26.72
OIC Thumb-Tacks,Office Supplies,12.996,5.1414
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,5801.816,-66.8272
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,3178.13,-167.27
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,3989.734,425.7596
Office Star - Contemporary Task Swivel Chair,Furniture,1842.268,155.372
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,694.194,-158.4858
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,3680.538,-491.175
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,2207.956,231.6544
Office Star - Ergonomically Designed Knee Chair,Furniture,1311.876,-42.1096
Office Star - Mesh Screen back chair with Vinyl seat,Furniture,2200.464,-130.98
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,4185.48,342.8874
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,8774.5,1305.6456
Office Star - Task Chair with Contemporary Loop Arms,Furniture,600.468,47.3096
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,1947.177,413.649
Office Star Flex Back Scooter Chair with White Frame,Furniture,1775.68,-228.6188
Okidata B400 Printer,Technology,1029.6,115.83
Okidata B401 Printer,Technology,179.991,-251.9874
Okidata C331dn Printer,Technology,3210.8,111.68
Okidata C610n Printer,Technology,2011.9,-292.05
Okidata MB491 Multifunction Printer,Technology,2844.3,-434.13
Okidata MB760 Printer,Technology,7834.4,881.37
Ooma Telo VoIP Home Phone System,Technology,2015.84,314.975
OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,384.846,-55.9776
OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,285.87,102.9132
OtterBox Defender Series Case - Samsung Galaxy S4,Technology,689.77,122.959
OtterBox Defender Series Case - iPhone 5c,Technology,133.128,3.698
PNY Rapid USB Car Charger - Black,Technology,9.588,-2.0774
"Padded Folding Chairs, Black, 4/Carton",Furniture,1830.148,80.98
Panasonic Business�Telephones�KX-T7736,Technology,546.06,163.818
Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,573.648,126.8064
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,197.82,59.346
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,124.488,26.2808
Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,705.208,111.538
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,234.24,67.9296
Panasonic KX - TS880B Telephone,Technology,453.42,122.4234
Panasonic KX MB2061 Multifunction Printer,Technology,2396.4,179.73
Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,1619.82,-22.4975
Panasonic KX T7731-B Digital phone,Technology,659.934,75.9924
Panasonic KX T7736-B Digital phone,Technology,1259.58,134.955
Panasonic KX TS208W Corded phone,Technology,1283.538,154.8084
Panasonic KX TS3282B Corded phone,Technology,590.328,44.2746
Panasonic KX TS3282W Corded phone,Technology,1665.804,178.479
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,1135.028,75.2286
Panasonic KX-TG9471B,Technology,4978.146,1168.1004
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,3059.796,1147.4235
Panasonic Kx-TS550,Technology,846.216,95.1993
Park Ridge Embossed Executive Business Envelopes,Office Supplies,62.28,29.2716
Pastel Pink Envelopes,Office Supplies,65.52,31.4496
PayAnywhere Card Reader,Technology,199.8,17.4825
Peel & Seel Envelopes,Office Supplies,62.856,26.5392
"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,264.024,113.484
Peel & Stick Add-On Corner Pockets,Office Supplies,38.016,4.32
Peel-Off China Markers,Office Supplies,287.97,109.4286
Pencil and Crayon Sharpener,Office Supplies,29.346,3.7668
Penpower WorldCard Pro Card Scanner,Technology,91.475,-1.8295
"Performers Binder/Pad Holder, Black",Office Supplies,611.054,106.514
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,419.88,29.3916
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,180.596,16.8038
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,44.37,19.0008
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,153.72,55.062
Personal Creations Ink Jet Cards and Labels,Office Supplies,321.44,157.5056
Personal File Boxes with Fold-Down Carry Handle,Office Supplies,177.612,37.392
"Personal Filing Tote with Lid, Black/Gray",Office Supplies,459.096,112.9128
"Personal Folder Holder, Ebony",Office Supplies,145.73,35.872
Petty Cash Envelope,Office Supplies,231.856,94.36
Pizazz Global Quick File,Office Supplies,353.292,94.6104
Plantronics 81402,Technology,844.672,112.183
Plantronics Audio 478 Stereo USB Headset,Technology,1619.676,514.897
Plantronics Audio 995 Wireless Stereo Headset,Technology,1913.13,587.133
"Plantronics CS 50-USB -�headset�- Convertible, Monaural",Technology,1468.692,178.1469
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,10822.36,3085.0325
Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,2508.672,505.6542
Plantronics Cordless�Phone Headset�with In-line Volume - M214C,Technology,908.7,219.8355
Plantronics Encore H101 Dual Earpieces�Headset,Technology,746.17,163.618
Plantronics HL10 Handset Lifter,Technology,2227.008,250.5384
Plantronics MX500i Earset,Technology,618.48,-6.4425
Plantronics S12 Corded Telephone Headset System,Technology,2242.032,754.53
Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,9367.29,3696.282
Plantronics Single Ear Headset,Technology,29.925,-21.945
Plantronics Voyager Pro HD - Bluetooth Headset,Technology,1221.812,376.942
Plantronics Voyager Pro Legend,Technology,1359.534,173.0316
Plastic Binding Combs,Office Supplies,269.67,84.9915
Plastic Stacking Crates & Casters,Office Supplies,35.712,2.6784
Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,77.244,-3.297
Poly Designer Cover & Back,Office Supplies,451.962,106.344
Poly String Tie Envelopes,Office Supplies,68.136,30.294
Polycom CX300 Desktop Phone USB VoIP phone,Technology,1679.888,59.996
Polycom CX600 IP Phone VoIP phone,Technology,4619.23,896.8505
Polycom SoundPoint IP 450 VoIP phone,Technology,3839.62,162.6192
Polycom SoundPoint Pro SE-225 Corded phone,Technology,1903.84,276.0568
Polycom SoundStation2 EX Conference�phone,Technology,3968.51,518.336
Polycom VVX 310 VoIP phone,Technology,6227.654,899.95
Polycom VoiceStation 500 Conference�phone,Technology,3657.38,339.1925
Portable Personal File Box,Office Supplies,224.664,55.3113
Portfile Personal File Boxes,Office Supplies,99.12,7.434
"Post-it �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,62.608,28.5376
PowerGen Dual USB Car Charger,Technology,127.872,52.3476
Prang Colored Pencils,Office Supplies,90.552,38.808
Prang Drawing Pencil Set,Office Supplies,100.08,27.0772
Prang Dustless Chalk Sticks,Office Supplies,38.976,18.816
Premier Automatic Letter Opener,Office Supplies,2836.366,-427.8586
Premier Electric Letter Opener,Office Supplies,2641.608,-3.5527136788005e-15
"Premier Elliptical Ring Binder, Black",Office Supplies,526.612,-201.5128
Premium Transparent Presentation Covers by GBC,Office Supplies,753.182,284.0692
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,698.04,90.7452
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,81.652,19.4296
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,102.619,-11.8822
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,33.108,7.1556
Pressboard Data Binders by Wilson Jones,Office Supplies,99.324,22.9086
Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,112.668,-10.1352
Presstex Flexible Ring Binders,Office Supplies,92.82,24.57
Prestige Round Ring Binders,Office Supplies,85.728,18.0576
Prismacolor Color Pencil Set,Office Supplies,436.48,155.5456
Project Tote Personal File,Office Supplies,193.614,44.1945
PureGear Roll-On Screen Protector,Technology,571.714,218.2908
Pyle PMP37LED,Technology,3590.026,576.8999
Pyle PRT45 Retro Home�Telephone,Technology,201.568,22.6764
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,79.23,29.5375
Quality Park Security Envelopes,Office Supplies,240.764,88.1929
"Quartet Alpha White Chalk, 12/Pack",Office Supplies,15.47,6.0996
"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,80.592,34.164
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Technology,239.97,2.3997
RCA ViSYS 25423RE1 Corded phone,Technology,159.984,13.9986
RCA ViSYS 25425RE1 Corded phone,Technology,323.976,36.4473
RCA ViSYS 25825 Wireless digital phone,Technology,727.944,90.993
RCA Visys Integrated PBX 8-Line Router,Technology,1085.238,130.6305
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,281.892,127.602
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,89.408,38.2524
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,2619.738,995.9004
Razer Kraken PRO Over Ear PC and Music Headset,Technology,2159.73,479.94
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,5119.744,2155.8922
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,1857.252,414.918
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,268.5,123.51
Recycled Easel Ring Binders,Office Supplies,308.844,21.634
Recycled Eldon Regeneration Jumbo File,Office Supplies,235.776,58.944
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,68.28,23.0445
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,259.092,115.152
Recycled Premium Regency Composition Covers,Office Supplies,110.016,39.8808
Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,69.768,13.7598
Recycled Steel Personal File for Hanging File Folders,Office Supplies,1053.032,151.6595
Recycled Steel Personal File for Standard File Folders,Office Supplies,1072.626,254.334
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,93.22,39.53
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,196.98,94.5504
Rediform S.O.S. Phone Message Books,Office Supplies,19.92,9.7608
Rediform Voice Mail Log Books,Office Supplies,29.204,12.1584
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,110.016,43.7772
Regeneration Desk Collection,Furniture,35.904,15.2064
Revere Boxed Rubber Bands by Revere,Office Supplies,48.006,-5.7078
Ricoh - Ink Collector Unit for GX3000 Series Printers,Technology,465.645,36.916
Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,136.816,55.33
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,4446.175,-1147.4
Riverside Furniture Stanwyck Manor Table Series,Furniture,917.92,-415.9325
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,15610.9656,-669.5448
Rogers Deluxe File Chest,Office Supplies,443.996,-34.7284
Rogers Handheld Barrel Pencil Sharpener,Office Supplies,75.624,15.618
"Rogers Jumbo File, Granite",Office Supplies,317.772,-4.8888
Rogers Profile Extra Capacity Storage Tub,Office Supplies,518.94,4.6872
Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,105.144,0.8088
Round Ring Binders,Office Supplies,29.952,-0.9152
Round Specialty Laser Printer Labels,Office Supplies,421.008,162.0129
Rubber Band Ball,Office Supplies,58.344,-0.2992
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,2064.228,-173.1288
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,2487.759,410.352
Rush Hierlooms Collection Rich Wood Bookcases,Furniture,489.3792,-70.8312
SAFCO Arco Folding Chair,Furniture,11572.78,1179.374
SAFCO Boltless Steel Shelving,Office Supplies,4704.696,-470.4696
"SAFCO Commercial Wire Shelving, 72h",Office Supplies,1445.264,-24.496
"SAFCO Commercial Wire Shelving, Black",Office Supplies,4199.456,-635.444
SAFCO Folding Chair Trolley,Furniture,705.32,151.3232
"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,1240.04,259.1256
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,245.088,14.9184
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,2979.004,54.7164
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,3739.115,608.043
SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,14.2,4.402
SANFORD Major Accent Highlighters,Office Supplies,209.568,77.88
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,56.164,13.0064
Sabrent 4-Port USB 2.0 Hub,Technology,96.418,29.197
"Safco Chair Connectors, 6/Carton",Furniture,881.192,170.8512
Safco Commercial Shelving,Office Supplies,483.704,-7.4416
Safco Contoured Stacking Chairs,Furniture,5697.76,870.16
Safco Drafting Table,Furniture,638.82,34.0704
Safco Industrial Shelving,Office Supplies,827.12,-104.1285
Safco Industrial Wire Shelving,Office Supplies,1363.058,-126.7068
Safco Industrial Wire Shelving System,Office Supplies,2511.048,-218.352
Safco Steel Mobile File Cart,Office Supplies,683.552,120.872
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,858.858,-9.9372
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,802.074,106.47
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,406.784,14.301
Samsung Convoy 3,Technology,688.138,-31.0772
Samsung Galaxy Mega 6.3,Technology,13943.668,1822.7566
Samsung Galaxy Note 2,Technology,4507.902,-128.7972
Samsung Galaxy Note 3,Technology,2155.902,153.993
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,7139.796,83.9976
Samsung Galaxy S4,Technology,6134.702,438.193
Samsung Galaxy S4 Active,Technology,3999.92,1039.9792
Samsung Galaxy S4 Mini,Technology,6109.87,1104.4765
Samsung HM1900 Bluetooth Headset,Technology,491.68,195.355
Samsung Replacement EH64AVFWE Premium Headset,Technology,104.5,17.875
Samsung Rugby III,Technology,1385.79,229.6452
SanDisk Cruzer 16 GB USB Flash Drive,Technology,107.912,14.924
SanDisk Cruzer 32 GB USB Flash Drive,Technology,361.38,102.708
SanDisk Cruzer 4 GB USB Flash Drive,Technology,25.96,5.5165
SanDisk Cruzer 64 GB USB Flash Drive,Technology,1184.032,319.616
SanDisk Cruzer 8 GB USB Flash Drive,Technology,27.168,-1.3584
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,329.946,-48.5826
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,884.0,38.012
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,927.768,37.9905
Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,565.386,140.9368
"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,73.152,20.736
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,45.92,17.876
"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,47.08,14.5948
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,29.4,8.232
Sanford Liquid Accent Highlighters,Office Supplies,149.632,48.6304
Sanford Pocket Accent Highlighters,Office Supplies,22.4,9.632
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,209.664,49.7952
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,30.8,13.552
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,13.0,1.3
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,13.86,2.2968
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,4476.96,956.9502
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,5906.52,1653.8256
Satellite Sectional Post Binders,Office Supplies,1219.821,329.0478
Sauder Barrister Bookcases,Furniture,754.7336,-294.7672
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,1064.624,24.196
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,1909.8178,-78.1864
Sauder Camden County Collection Library,Furniture,1368.262,-103.482
Sauder Cornerstone Collection Library,Furniture,322.192,-81.1676
"Sauder Facets Collection Library, Sky Alder Finish",Furniture,1427.683,-8.549
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,1706.508,222.588
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,1014.174,-418.548
"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,1875.034,-70.49
Sauder Inglewood Library Bookcases,Furniture,2154.348,311.1836
"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,935.1972,-125.7408
Security-Tint Envelopes,Office Supplies,163.496,73.8788
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,272.888,27.2888
Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,153.51,64.4011
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,26.568,8.9667
Self-Adhesive Removable Labels,Office Supplies,110.25,52.92
Self-Adhesive Ring Binder Labels,Office Supplies,22.88,2.3584
Sensible Storage WireTech Storage Systems,Office Supplies,2484.3,-78.078
Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,23.864,-4.1134
"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,390.66,132.8244
"Seth Thomas 13 1/2"" Wall Clock",Furniture,316.484,71.12
"Seth Thomas 14"" Day/Date Wall Clock",Furniture,467.072,162.0512
"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,357.948,94.7682
"Seth Thomas 16"" Steel Case Clock",Furniture,441.728,28.2576
"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,210.912,59.2176
Sharp 1540cs Digital Laser Copier,Technology,4399.92,1649.97
Sharp AL-1530CS Digital Copier,Technology,6399.872,2064.9587
Shocksock Galaxy S4 Armband,Technology,63.51,-10.074
ShoreTel ShorePhone IP 230 VoIP phone,Technology,2906.628,422.475
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,347.31,85.806
"Situations Contoured Folding Chairs, 4/Set",Furniture,3641.274,234.234
"SlimView Poly Binder, 3/8""",Office Supplies,117.586,5.698
"SmartStand Mobile Device Holder, Assorted Colors",Technology,75.492,10.0656
Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,4778.766,1106.6616
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,71.25,32.25
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,48.048,22.4224
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,1016.792,453.7624
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,93.248,31.4712
Socket Bluetooth Cordless Hand Scanner (CHS),Technology,506.28,177.198
Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,190.772,5.156
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,251.4,52.794
Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,899.75,132.0833
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,27.192,0.3399
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,1489.334,255.3144
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology,250.92,35.1288
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,582.676,57.3278
"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,483.414,118.9284
Southworth 100% Cotton The Best Paper,Office Supplies,151.536,65.436
"Southworth 100% R�sum� Paper, 24lb.",Office Supplies,262.964,113.199
Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,200.16,80.898
Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,37.932,13.2108
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,166.704,67.044
Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,527.472,236.5632
Southworth Parchment Paper & Envelopes,Office Supplies,83.712,30.738
Southworth Structures Collection,Office Supplies,72.8,36.4
Space Solutions Commercial Steel Shelving,Office Supplies,1952.43,-74.3475
Space Solutions HD Industrial Steel Shelving.,Office Supplies,3035.208,24.1437
Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,520.08,-20.488
Speck Products Candyshell Flip Case,Technology,188.946,-18.1948
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,181.456,77.6343
Spigen Samsung Galaxy S5 Case Wallet,Technology,234.462,45.873
SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,110.594,6.0324
Spiral Phone Message Books with Labels by Adams,Office Supplies,60.032,25.76
Square Credit Card Reader,Technology,173.826,11.1888
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,197.802,54.8451
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,334.368,98.2464
Stackable Trays,Furniture,65.296,17.1248
"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,46.592,-2.8672
Stacking Trays by OIC,Furniture,72.708,9.3126
Standard Line �While You Were Out� Hardbound Telephone Message Book,Office Supplies,211.008,80.4468
Standard Rollaway File with Lock,Office Supplies,6594.954,1261.33
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,275.076,42.7896
Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,293.7,63.012
Staple envelope,Office Supplies,1686.812,751.629
Staple holder,Office Supplies,528.78,118.0017
Staple magnet,Office Supplies,272.892,44.8092
Staple remover,Office Supplies,263.088,24.0678
Staple-based wall hangings,Furniture,422.288,121.9936
Staple-on labels,Office Supplies,53.754,21.5883
Staples,Office Supplies,755.47,292.2046
Staples in misc. colors,Office Supplies,478.812,124.0516
Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,1035.8,269.308
Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,1286.85,360.318
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,2330.65,-785.762
Steel Personal Filing/Posting Tote,Office Supplies,937.464,185.7173
Sterilite Officeware Hinged File Box,Office Supplies,345.84,78.076
Sterilite Show Offs Storage Containers,Office Supplies,78.144,-6.336
Sterling Rubber Bands by Alliance,Office Supplies,19.782,-3.768
Stiletto Hand Letter Openers,Office Supplies,136.32,-21.984
Stockwell Gold Paper Clips,Office Supplies,8.096,3.404
Stockwell Push Pins,Office Supplies,69.76,20.0996
Storex Dura Pro Binders,Office Supplies,278.586,50.5494
Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,94.128,11.448
